Id,Weekly_Sales
8_31_2013-03-08,1014.5882727891156
8_31_2013-03-15,893.3665605442176
8_31_2013-03-22,842.9427438775508
8_31_2013-03-29,770.2844676870745
8_31_2013-04-05,741.76896292517
8_31_2013-04-12,738.6609153061224
8_31_2013-04-19,741.7755438775513
8_31_2013-04-26,825.6242619047623
8_31_2013-05-03,894.7629357142862
8_31_2013-05-10,916.1507000000004
8_31_2013-05-17,999.3130952380951
8_31_2013-05-24,881.3235142857137
8_31_2013-05-31,724.5907761904758
8_31_2013-06-07,903.5684738095238
8_31_2013-06-14,904.7442285714284
8_31_2013-06-21,939.065289795918
8_31_2013-06-28,963.6057302721082
8_31_2013-07-05,967.7871047619046
8_31_2013-07-12,1029.7598000000003
8_31_2013-07-19,1477.184964285715
8_31_2013-07-26,1861.4931333333336
8_32_2012-11-02,4505.096516666665
8_32_2012-11-09,4724.731969047618
8_32_2012-11-16,4862.447826190477
8_32_2012-11-23,7445.327249999999
8_32_2012-11-30,6294.83949761905
8_32_2012-12-07,9282.834643197282
8_32_2012-12-14,14657.939483333334
8_32_2012-12-21,26001.914503401364
8_32_2012-12-28,11753.848685714285
8_32_2013-01-04,3572.862270238094
8_32_2013-01-11,3517.2004273809507
8_32_2013-01-18,3596.4394452380943
8_32_2013-01-25,3853.8648952380945
8_32_2013-02-01,8207.357590476191
8_32_2013-02-08,8907.227988095243
8_32_2013-02-15,10823.362219047622
8_32_2013-02-22,4879.530928571429
8_32_2013-03-01,4730.674714285714
8_32_2013-03-08,4762.630190476189
8_32_2013-03-15,4614.952523809524
8_32_2013-03-22,4424.978078231293
8_32_2013-03-29,4345.500035374149
8_32_2013-04-05,4556.379602040817
8_32_2013-04-12,4632.733207142858
8_32_2013-04-19,4627.719942857144
8_32_2013-04-26,4463.124426190477
8_32_2013-05-03,6069.986038095237
8_32_2013-05-10,7749.53088333333
8_32_2013-05-17,8689.006959523802
8_32_2013-05-24,5184.512157142856
8_32_2013-05-31,4284.902838095239
8_32_2013-06-07,4254.472557142857
8_32_2013-06-14,5040.367271428574
8_32_2013-06-21,5023.06554761905
8_32_2013-06-28,4961.9134523809535
8_32_2013-07-05,5008.762691156465
8_32_2013-07-12,4497.224019727891
8_32_2013-07-19,5085.522338775511
8_32_2013-07-26,4235.9859768707465
8_33_2012-11-02,5696.745258503397
8_33_2012-11-09,5567.385932312922
8_33_2012-11-16,5571.929194217685
8_33_2012-11-23,8358.20814387755
8_33_2012-11-30,6510.840817687075
8_33_2012-12-07,9202.516695578233
8_33_2012-12-14,10734.91145238095
8_33_2012-12-21,14753.769702380952
8_33_2012-12-28,5049.453414965987
8_33_2013-01-04,3048.8000214285726
8_33_2013-01-11,2889.0195357142866
8_33_2013-01-18,2679.708470408162
8_33_2013-01-25,2735.249384693877
8_33_2013-02-01,5736.614211904761
8_33_2013-02-08,6647.649114285714
8_33_2013-02-15,5559.161593877549
8_33_2013-02-22,4713.576564625851
8_33_2013-03-01,4681.139245578232
8_33_2013-03-08,4678.9959693877545
8_33_2013-03-15,4777.624647959182
8_33_2013-03-22,4822.494038435374
8_33_2013-03-29,4961.809509863946
8_33_2013-04-05,5632.495488095243
8_33_2013-04-12,5501.498319047623
8_33_2013-04-19,4644.448176190477
8_33_2013-04-26,4579.057647619049
8_33_2013-05-03,4799.533438095237
8_33_2013-05-10,4879.261333333331
8_33_2013-05-17,5070.838642857139
8_33_2013-05-24,4706.948568367345
8_33_2013-05-31,4270.93173265306
8_33_2013-06-07,4299.830487414966
8_33_2013-06-14,4409.677632653063
8_33_2013-06-21,4339.1302380952375
8_33_2013-06-28,4099.514078571427
8_33_2013-07-05,4690.959385714282
8_33_2013-07-12,5261.189047619045
8_33_2013-07-19,5860.9448857142825
8_33_2013-07-26,6333.779739455777
8_34_2012-11-02,7920.421451020407
8_34_2012-11-09,8181.4345367346905
8_34_2012-11-16,7615.850767687073
8_34_2012-11-23,9576.582448639454
8_34_2012-11-30,7985.689017687073
8_34_2012-12-07,8436.530161904762
8_34_2012-12-14,9421.689164285714
8_34_2012-12-21,11630.947628571428
8_34_2012-12-28,10074.24820238095
8_34_2013-01-04,6570.575866326529
8_34_2013-01-11,6539.848723469385
8_34_2013-01-18,6505.893536394556
8_34_2013-01-25,6479.953964965985
8_34_2013-02-01,6975.857667346936
8_34_2013-02-08,7963.969002380953
8_34_2013-02-15,8418.935401360546
8_34_2013-02-22,8485.222639455782
8_34_2013-03-01,9367.991214285714
8_34_2013-03-08,8870.448554761904
8_34_2013-03-15,8595.90270952381
8_34_2013-03-22,8094.457723809524
8_34_2013-03-29,8569.735252380955
8_34_2013-04-05,8863.3101
8_34_2013-04-12,8494.02853809524
8_34_2013-04-19,7947.710519047627
8_34_2013-04-26,8439.366833333335
8_34_2013-05-03,9108.259214285712
8_34_2013-05-10,8932.226252380951
8_34_2013-05-17,8909.959619047617
8_34_2013-05-24,9452.456666326525
8_34_2013-05-31,9173.103994897956
8_34_2013-06-07,8951.102342517008
8_34_2013-06-14,8833.784264965987
8_34_2013-06-21,8754.635949319725
8_34_2013-06-28,8739.210904081632
8_34_2013-07-05,8760.11221360544
8_34_2013-07-12,7433.957698639452
8_34_2013-07-19,7184.001831972789
8_34_2013-07-26,6819.394855782312
8_35_2012-11-02,1583.526966666668
8_35_2012-11-09,1620.293109523811
8_35_2012-11-16,1650.3682285714299
8_35_2012-11-23,1711.4520595238102
8_35_2012-11-30,1609.874230952382
8_35_2012-12-07,1525.5172261904765
8_35_2012-12-14,1866.450519047619
8_35_2012-12-21,2324.3978214285717
8_35_2012-12-28,1812.754247619048
8_35_2013-01-04,1381.631915306123
8_35_2013-01-11,1393.0368530612247
8_35_2013-01-18,1389.9424687074836
8_35_2013-01-25,1443.4704306122449
8_35_2013-02-01,1640.2381012471658
8_35_2013-02-08,1687.917302380953
8_35_2013-02-15,1664.916486394558
8_35_2013-02-22,1592.5991411564626
8_35_2013-03-01,1596.5589506802721
8_35_2013-03-08,1624.8003435374144
8_35_2013-03-15,1738.8804673469376
8_35_2013-03-22,1694.4430554421765
8_35_2013-03-29,1661.1212221088435
8_35_2013-04-05,1700.840495918367
8_35_2013-04-12,1676.7894006802717
8_35_2013-04-19,1724.6488857142858
8_35_2013-04-26,1737.2618642857142
8_35_2013-05-03,1983.1381880952379
8_35_2013-05-10,2055.6827357142856
8_35_2013-05-17,2097.1581738095238
8_35_2013-05-24,2057.967523809524
8_35_2013-05-31,1898.6236187074833
8_35_2013-06-07,1861.3726234693877
8_35_2013-06-14,1842.9350282312926
8_35_2013-06-21,1967.6564023809528
8_35_2013-06-28,1982.0461880952387
8_35_2013-07-05,1912.342054761905
8_35_2013-07-12,1623.523259863946
8_35_2013-07-19,1599.5867500000002
8_35_2013-07-26,1497.9546836734687
8_36_2012-11-02,1730.5010333333328
8_36_2012-11-09,1673.2370452380953
8_36_2012-11-16,1464.233135714285
8_36_2012-11-23,1348.5456785714282
8_36_2012-11-30,1544.357183333333
8_36_2012-12-07,1799.2657
8_36_2012-12-14,2025.8466404761903
8_36_2012-12-21,2554.674288095237
8_36_2012-12-28,2066.6470190476184
8_36_2013-01-04,392.6451190476193
8_36_2013-01-11,442.0721857142858
8_36_2013-01-18,477.3280027210884
8_36_2013-01-25,493.3842027210883
8_36_2013-02-01,1065.4390090702943
8_36_2013-02-08,1040.2435098639457
8_36_2013-02-15,737.491327777778
8_36_2013-02-22,674.5871095238095
8_36_2013-03-01,712.7672833333338
8_36_2013-03-08,842.8400020408166
8_36_2013-03-15,939.2254476190476
8_36_2013-03-22,870.2744952380953
8_36_2013-03-29,956.387861904762
8_36_2013-04-05,1006.7538571428574
8_36_2013-04-12,840.1732619047618
8_36_2013-04-19,797.2541666666666
8_36_2013-04-26,1052.6548299319727
8_36_2013-05-03,906.6263775510205
8_36_2013-05-10,959.9445918367348
8_36_2013-05-17,1005.6055680272109
8_36_2013-05-24,2002.4868928571427
8_36_2013-05-31,2276.258380952381
8_36_2013-06-07,1872.1947380952386
8_36_2013-06-14,1697.260102040817
8_36_2013-06-21,1813.8296904761908
8_36_2013-06-28,1573.7439761904764
8_36_2013-07-05,1252.5692857142858
8_36_2013-07-12,1167.461214285714
8_36_2013-07-19,729.8388571428571
8_36_2013-07-26,392.66648129251706
8_37_2012-11-02,2222.8630880952387
8_37_2012-11-09,2217.5202724489804
8_37_2012-11-16,2181.091996258504
8_37_2012-11-23,2103.7249486394558
8_37_2012-11-30,2198.6453224489796
8_37_2012-12-07,2075.2004843537416
8_37_2012-12-14,2068.785079591837
8_37_2012-12-21,2191.557020068028
8_37_2012-12-28,2115.317305782313
8_37_2013-01-04,1847.6931819727893
8_37_2013-01-11,1848.059386734694
8_37_2013-01-18,1937.6178105442177
8_37_2013-01-25,2021.2924034013604
8_37_2013-02-01,2322.750898639455
8_37_2013-02-08,2502.312792857143
8_37_2013-02-15,2914.1599455782316
8_37_2013-02-22,2747.6832146258507
8_37_2013-03-01,2808.2490333333344
8_37_2013-03-08,2702.1365595238103
8_37_2013-03-15,2417.3725571428577
8_37_2013-03-22,2362.846538095238
8_37_2013-03-29,2329.554964285714
8_37_2013-04-05,2176.8950404761904
8_37_2013-04-12,1947.039480952381
8_37_2013-04-19,2043.1369880952386
8_37_2013-04-26,2065.560616666668
8_37_2013-05-03,2091.539426190476
8_37_2013-05-10,2085.956288095238
8_37_2013-05-17,2111.8649785714283
8_37_2013-05-24,2211.6831452380943
8_37_2013-05-31,2269.09814047619
8_37_2013-06-07,2273.72171904762
8_37_2013-06-14,2228.849170068027
8_37_2013-06-21,2166.992589115646
8_37_2013-06-28,2204.1433391156456
8_37_2013-07-05,2211.7460795918378
8_37_2013-07-12,2235.7386129251704
8_37_2013-07-19,2240.9503867346943
8_37_2013-07-26,2103.642829591837
8_38_2012-11-02,65370.047316666656
8_38_2012-11-09,65226.98181666664
8_38_2012-11-16,65298.261138095215
8_38_2012-11-23,59140.81459489794
8_38_2012-11-30,65562.17133095239
8_38_2012-12-07,65480.76165238095
8_38_2012-12-14,61994.23015238093
8_38_2012-12-21,60482.69979523808
8_38_2012-12-28,58787.01714727889
8_38_2013-01-04,64192.43612380955
8_38_2013-01-11,63763.849457142875
8_38_2013-01-18,59256.71739693877
8_38_2013-01-25,59147.02356360541
8_38_2013-02-01,59294.41149217685
8_38_2013-02-08,67940.61413537413
8_38_2013-02-15,65396.84290000001
8_38_2013-02-22,66063.22419761906
8_38_2013-03-01,65817.64826904761
8_38_2013-03-08,65567.83339047621
8_38_2013-03-15,61346.71785952381
8_38_2013-03-22,59686.57134523809
8_38_2013-03-29,59068.44167142854
8_38_2013-04-05,66976.80235000001
8_38_2013-04-12,61498.417221428586
8_38_2013-04-19,65592.82703197277
8_38_2013-04-26,64548.329658163275
8_38_2013-05-03,68504.98988435375
8_38_2013-05-10,65678.49077244899
8_38_2013-05-17,62263.16456190477
8_38_2013-05-24,61278.89368095238
8_38_2013-05-31,60335.390180952396
8_38_2013-06-07,60355.96769285716
8_38_2013-06-14,60073.7688261905
8_38_2013-06-21,60104.298730952396
8_38_2013-06-28,60110.64929285716
8_38_2013-07-05,64230.887421428575
8_38_2013-07-12,66038.85007619046
8_38_2013-07-19,65743.59969047619
8_38_2013-07-26,65834.06276190474
8_40_2012-11-02,39345.337502040784
8_40_2012-11-09,39337.01928299317
8_40_2012-11-16,39210.62528299318
8_40_2012-11-23,39755.21394965985
8_40_2012-11-30,39442.81900442175
8_40_2012-12-07,39474.24462346937
8_40_2012-12-14,39438.17019489793
8_40_2012-12-21,40425.986159183645
8_40_2012-12-28,38937.546415986384
8_40_2013-01-04,40664.42890238096
8_40_2013-01-11,39117.19491190477
8_40_2013-01-18,38893.90381190478
8_40_2013-01-25,39280.69457380952
8_40_2013-02-01,41115.633799999996
8_40_2013-02-08,42452.6522952381
8_40_2013-02-15,42545.324728571424
8_40_2013-02-22,42212.046895238076
8_40_2013-03-01,44289.21603333333
8_40_2013-03-08,43125.14623809523
8_40_2013-03-15,39074.002164285725
8_40_2013-03-22,39001.22216428572
8_40_2013-03-29,39149.98874761905
8_40_2013-04-05,39360.065426190464
8_40_2013-04-12,36859.390319047634
8_40_2013-04-19,37062.7977857143
8_40_2013-04-26,36643.74847142857
8_40_2013-05-03,37397.07333095237
8_40_2013-05-10,37257.38736666667
8_40_2013-05-17,36994.98779047619
8_40_2013-05-24,36483.12804523811
8_40_2013-05-31,36407.54887857145
8_40_2013-06-07,36769.75112857146
8_40_2013-06-14,36334.2552309524
8_40_2013-06-21,35443.856423809535
8_40_2013-06-28,35145.63750714285
8_40_2013-07-05,35554.51821428571
8_40_2013-07-12,35254.929583333316
8_40_2013-07-19,35245.57157142856
8_40_2013-07-26,35789.094009523804
8_41_2012-11-02,1449.9404095238099
8_41_2012-11-09,1396.2811714285717
8_41_2012-11-16,1369.840785714286
8_41_2012-11-23,1894.5007714285714
8_41_2012-11-30,1654.584153571429
8_41_2012-12-07,1772.3993916666668
8_41_2012-12-14,2103.596696428571
8_41_2012-12-21,4164.662633333333
8_41_2012-12-28,1678.9533380952387
8_41_2013-01-04,304.0425714285714
8_41_2013-01-11,284.673869047619
8_41_2013-01-18,283.7654738095238
8_41_2013-01-25,240.28046428571417
8_41_2013-02-01,401.2090632653064
8_41_2013-02-08,529.3371802721091
8_41_2013-02-15,585.6315493197282
8_41_2013-02-22,601.7926193877554
8_41_2013-03-01,807.0197646258507
8_41_2013-03-08,694.8490761904765
8_41_2013-03-15,620.0916190476191
8_41_2013-03-22,618.4212000000001
8_41_2013-03-29,619.1867
8_41_2013-04-05,663.3396904761904
8_41_2013-04-12,612.7167412698414
8_41_2013-04-19,543.3871936507935
8_41_2013-04-26,470.61986031746034
8_41_2013-05-03,460.92964603174596
8_41_2013-05-10,479.8138412698412
8_41_2013-05-17,441.52953174603164
8_41_2013-05-24,473.19761507936494
8_41_2013-05-31,503.512103174603
8_41_2013-06-07,609.8854412698411
8_41_2013-06-14,602.82746031746
8_41_2013-06-21,608.3473047619045
8_41_2013-06-28,612.5000809523808
8_41_2013-07-05,961.5385523809522
8_41_2013-07-12,1097.133369047619
8_41_2013-07-19,1063.5103595238093
8_41_2013-07-26,1159.4598333333336
8_42_2012-11-02,5468.740802380949
8_42_2012-11-09,5472.39746349206
8_42_2012-11-16,5234.739262925169
8_42_2012-11-23,5316.088516666664
8_42_2012-11-30,4998.781520068027
8_42_2012-12-07,4979.021996258502
8_42_2012-12-14,5152.82752142857
8_42_2012-12-21,5460.910035714285
8_42_2012-12-28,5109.549330952379
8_42_2013-01-04,4932.85388690476
8_42_2013-01-11,5019.25395833333
8_42_2013-01-18,5048.1666059523795
8_42_2013-01-25,4977.899782142857
8_42_2013-02-01,5348.500275000001
8_42_2013-02-08,6076.468375000005
8_42_2013-02-15,6186.192640476194
8_42_2013-02-22,6191.274354761908
8_42_2013-03-01,6672.409404761908
8_42_2013-03-08,6641.945490476195
8_42_2013-03-15,5949.930630612244
8_42_2013-03-22,5673.6721782312925
8_42_2013-03-29,5675.923135374149
8_42_2013-04-05,5954.842911904762
8_42_2013-04-12,5612.742807142856
8_42_2013-04-19,5678.905623809523
8_42_2013-04-26,5486.958607142856
8_42_2013-05-03,5592.039104761904
8_42_2013-05-10,5702.313083333337
8_42_2013-05-17,5625.444209523814
8_42_2013-05-24,5255.087087074828
8_42_2013-05-31,5390.194018027208
8_42_2013-06-07,5898.366958503401
8_42_2013-06-14,5767.4076261904775
8_42_2013-06-21,5816.248395238096
8_42_2013-06-28,5856.903697619048
8_42_2013-07-05,5934.990802380954
8_42_2013-07-12,5687.402911904763
8_42_2013-07-19,5428.858633333335
8_42_2013-07-26,5178.631388095239
8_44_2012-11-02,4661.158366246499
8_44_2012-11-09,4676.9328710084055
8_44_2012-11-16,4540.467173389357
8_44_2012-11-23,5141.145716666667
8_44_2012-11-30,5604.935145238096
8_44_2012-12-07,6318.677032653062
8_44_2012-12-14,6412.647968367349
8_44_2012-12-21,7507.215163605449
8_44_2012-12-28,3706.8419166666663
8_44_2013-01-04,2567.05670952381
8_44_2013-01-11,2790.552597619048
8_44_2013-01-18,2920.791090476191
8_44_2013-01-25,3120.542676190476
8_44_2013-02-01,3727.012465986394
8_44_2013-02-08,4313.735640476193
8_44_2013-02-15,4302.816326190479
8_44_2013-02-22,3799.5239047619075
8_44_2013-03-01,3458.1811928571437
8_44_2013-03-08,3262.725066666667
8_44_2013-03-15,3334.0568166666667
8_44_2013-03-22,3330.564078571428
8_44_2013-03-29,3316.341209523809
8_44_2013-04-05,3245.6942928571434
8_44_2013-04-12,3005.864432993198
8_44_2013-04-19,3178.4949877551026
8_44_2013-04-26,3480.5320401360545
8_44_2013-05-03,4213.351865306123
8_44_2013-05-10,4312.907999659864
8_44_2013-05-17,3634.6489683673462
8_44_2013-05-24,3487.5367040816323
8_44_2013-05-31,3257.951266780044
8_44_2013-06-07,3015.2372126984105
8_44_2013-06-14,3056.1081555555534
8_44_2013-06-21,3015.6753793650773
8_44_2013-06-28,2735.3806698412673
8_44_2013-07-05,3014.634491609976
8_44_2013-07-12,3043.5167341269826
8_44_2013-07-19,3033.783805555554
8_44_2013-07-26,2996.6172531746024
8_45_2013-01-18,12.723108047145676
8_45_2013-03-08,16.558990717586514
8_45_2013-03-15,20.178823484026424
8_46_2012-11-02,16867.287038095234
8_46_2012-11-09,16934.4203595238
8_46_2012-11-16,17341.557864285707
8_46_2012-11-23,17759.083938095235
8_46_2012-11-30,19233.786828571432
8_46_2012-12-07,22358.309147619068
8_46_2012-12-14,31698.085574603174
8_46_2012-12-21,37247.087317460326
8_46_2012-12-28,25283.753262698425
8_46_2013-01-04,15106.502752380944
8_46_2013-01-11,15106.502752380944
8_46_2013-01-18,16192.535114285713
8_46_2013-01-25,16462.427328571426
8_46_2013-02-01,17409.203011904763
8_46_2013-02-08,18068.362059523817
8_46_2013-02-15,19062.473847619047
8_46_2013-02-22,20133.463188095237
8_46_2013-03-01,20489.62556547619
8_46_2013-03-08,20285.679458333332
8_46_2013-03-15,19080.280638095235
8_46_2013-03-22,18307.063840476185
8_46_2013-03-29,19201.799400000004
8_46_2013-04-05,19777.83826428572
8_46_2013-04-12,19192.6437404762
8_46_2013-04-19,18798.402140476195
8_46_2013-04-26,18967.028214285714
8_46_2013-05-03,18918.23257142856
8_46_2013-05-10,18714.639833333324
8_46_2013-05-17,18677.064904761897
8_46_2013-05-24,18538.15987619048
8_46_2013-05-31,19550.692435714293
8_46_2013-06-07,19784.22307142857
8_46_2013-06-14,19633.44870238095
8_46_2013-06-21,19190.888976190483
8_46_2013-06-28,18906.55455952381
8_46_2013-07-05,18232.97000952381
8_46_2013-07-12,17663.033528571425
8_46_2013-07-19,17456.347695238095
8_46_2013-07-26,17372.429897619048
8_47_2012-12-28,69.32776190476191
8_49_2012-11-02,1735.8005976190475
8_49_2012-11-09,1792.902502380952
8_49_2012-11-16,1623.2556595238093
8_49_2012-11-23,1263.575286054422
8_49_2012-11-30,1434.5887666666665
8_49_2012-12-07,1450.6627333333329
8_49_2012-12-14,1390.4829952380946
8_49_2012-12-21,1444.5730190476183
8_49_2012-12-28,1814.3556380952386
8_49_2013-01-04,2176.3921785714288
8_49_2013-01-11,2255.81725
8_49_2013-01-18,1861.2766785714277
8_49_2013-01-25,1833.7204261904758
8_49_2013-02-01,1995.6136404761903
8_49_2013-02-08,2572.7420214285708
8_49_2013-02-15,2544.789521428572
8_49_2013-02-22,2348.8323999999993
8_49_2013-03-01,2790.6667738095225
8_49_2013-03-08,2940.119276190476
8_49_2013-03-15,3147.2214952380955
8_49_2013-03-22,2965.8870071428573
8_49_2013-03-29,3014.6320476190485
8_49_2013-04-05,2868.3644404761917
8_49_2013-04-12,2472.4198452380956
8_49_2013-04-19,2576.943866666666
8_49_2013-04-26,2506.1645809523825
8_49_2013-05-03,2480.0928666666678
8_49_2013-05-10,2497.403526190477
8_49_2013-05-17,2031.8804904761907
8_49_2013-05-24,1908.1131190476187
8_49_2013-05-31,2224.6820857142866
8_49_2013-06-07,2420.943561904764
8_49_2013-06-14,2516.9479551020418
8_49_2013-06-21,2524.035490816328
8_49_2013-06-28,2483.3576812925185
8_49_2013-07-05,2252.5439523809523
8_49_2013-07-12,1770.9665568027215
8_49_2013-07-19,1895.1765568027215
8_49_2013-07-26,2041.7257091836739
8_52_2012-11-02,1307.5248410714282
8_52_2012-11-09,1332.9003791666667
8_52_2012-11-16,1330.1918077380951
8_52_2012-11-23,3509.9694601190477
8_52_2012-11-30,2795.0602148809535
8_52_2012-12-07,2822.8998220238113
8_52_2012-12-14,2750.3955970238103
8_52_2012-12-21,2741.4743613095243
8_52_2012-12-28,2229.391881547619
8_52_2013-01-04,1748.387295578231
8_52_2013-01-11,1620.6288146258503
8_52_2013-01-18,1637.0357812925172
8_52_2013-01-25,1612.8244241496598
8_52_2013-02-01,1558.209724149661
8_52_2013-02-08,1776.49418367347
8_52_2013-02-15,2162.510152380953
8_52_2013-02-22,2089.3312023809535
8_52_2013-03-01,1357.1777976190485
8_52_2013-03-08,1228.0483928571434
8_52_2013-03-15,1271.2281785714295
8_52_2013-03-22,1287.3065960884362
8_52_2013-03-29,1214.2701579931975
8_52_2013-04-05,1192.438338945578
8_52_2013-04-12,1178.459196088435
8_52_2013-04-19,1160.2442198979586
8_52_2013-04-26,1184.35854132653
8_52_2013-05-03,1220.7088627551007
8_52_2013-05-10,1588.3294109693877
8_52_2013-05-17,2051.925737159863
8_52_2013-05-24,1284.5324385204083
8_52_2013-05-31,1496.881781717687
8_52_2013-06-07,1499.001829336735
8_52_2013-06-14,1532.5402281462582
8_52_2013-06-21,1511.9630614795917
8_52_2013-06-28,1436.343486309524
8_52_2013-07-05,1526.2190434523818
8_52_2013-07-12,1516.0318529761912
8_52_2013-07-19,1382.8259934523817
8_52_2013-07-26,1264.5134934523815
8_54_2012-11-09,35.76553129251702
8_54_2012-11-16,34.97819795918368
8_54_2012-11-23,39.03870669964956
8_54_2012-11-30,30.60470884353742
8_54_2012-12-07,12.292189115646257
8_54_2012-12-21,136.90793061224497
8_54_2012-12-28,81.60173753865183
8_54_2013-01-18,41.964093526289375
8_54_2013-01-25,42.682274478670344
8_54_2013-02-08,57.92024642973512
8_54_2013-02-22,41.236063511859385
8_54_2013-03-01,37.56934455761101
8_54_2013-03-15,24.511990486285505
8_54_2013-03-22,18.282713842294573
8_54_2013-03-29,20.459586991554275
8_54_2013-04-19,20.973366064861924
8_54_2013-04-26,24.177313683909542
8_54_2013-05-17,65.87623774080502
8_54_2013-05-24,38.26635972596273
8_54_2013-05-31,45.95451845612146
8_54_2013-06-07,20.17786163199321
8_54_2013-06-14,22.71977808220966
8_54_2013-06-21,29.276359495420106
8_54_2013-06-28,31.21021659685042
8_54_2013-07-05,25.11455060094157
8_54_2013-07-12,25.503943798220483
8_54_2013-07-26,19.483439213915894
8_55_2012-11-02,5916.979688095236
8_55_2012-11-09,14768.157192517006
8_55_2012-11-16,9880.206754421766
8_55_2012-11-23,20663.29546870748
8_55_2012-11-30,9411.330642517003
8_55_2012-12-07,10401.695843197274
8_55_2012-12-14,19468.821360204078
8_55_2012-12-21,24463.005310204087
8_55_2012-12-28,15883.780554761905
8_55_2013-01-04,7632.84088027211
8_55_2013-01-11,5694.454215986397
8_55_2013-01-18,5588.864220748296
8_55_2013-01-25,5726.217946938774
8_55_2013-02-01,7510.360770408162
8_55_2013-02-08,8905.530651360543
8_55_2013-02-15,9295.958608503399
8_55_2013-02-22,8902.48824897959
8_55_2013-03-01,8298.505344217685
8_55_2013-03-08,7792.270275510203
8_55_2013-03-15,7661.863418367346
8_55_2013-03-22,6789.157423129254
8_55_2013-03-29,6294.537804761906
8_55_2013-04-05,6183.508454761907
8_55_2013-04-12,5614.585009523808
8_55_2013-04-19,5544.859104761903
8_55_2013-04-26,5193.165261904762
8_55_2013-05-03,5117.416833333333
8_55_2013-05-10,5287.497438095241
8_55_2013-05-17,4868.09771904762
8_55_2013-05-24,5224.142623809524
8_55_2013-05-31,5679.697019047621
8_55_2013-06-07,5711.6908142857155
8_55_2013-06-14,5843.092930612247
8_55_2013-06-21,6380.876478231296
8_55_2013-06-28,6402.738500000002
8_55_2013-07-05,5468.4031845238105
8_55_2013-07-12,5442.067095238094
8_55_2013-07-19,5273.851941496595
8_55_2013-07-26,4836.502543877549
8_56_2012-11-02,705.682669047619
8_56_2012-11-09,731.0617857142855
8_56_2012-11-16,745.5718738095236
8_56_2012-11-23,1430.7774333333327
8_56_2012-11-30,1495.0091619047619
8_56_2012-12-07,1622.4524238095241
8_56_2012-12-14,1224.2611547619038
8_56_2012-12-21,637.516824829932
8_56_2012-12-28,394.0831170068027
8_56_2013-01-04,527.9419666666666
8_56_2013-01-11,602.221861904762
8_56_2013-01-18,799.2962873015871
8_56_2013-01-25,967.4932666666663
8_56_2013-02-01,1048.9860527210883
8_56_2013-02-08,1333.9139428571423
8_56_2013-02-15,2426.907764285714
8_56_2013-02-22,1907.093597619048
8_56_2013-03-01,4038.3946000000005
8_56_2013-03-08,4888.134292857142
8_56_2013-03-15,8592.197964285713
8_56_2013-03-22,10530.636657142855
8_56_2013-03-29,15983.887784693883
8_56_2013-04-05,17131.43827517007
8_56_2013-04-12,16611.901858503403
8_56_2013-04-19,15117.36842619048
8_56_2013-04-26,14872.967188095241
8_56_2013-05-03,15349.612618027208
8_56_2013-05-10,15119.980491836732
8_56_2013-05-17,13269.46185850341
8_56_2013-05-24,11895.091253741508
8_56_2013-05-31,10612.736653741502
8_56_2013-06-07,7302.645487414967
8_56_2013-06-14,5798.9340738095225
8_56_2013-06-21,4929.745509523807
8_56_2013-06-28,4146.152285714283
8_56_2013-07-05,3305.344528571429
8_56_2013-07-12,2270.834004761906
8_56_2013-07-19,2374.9892068027216
8_56_2013-07-26,1585.970537755103
8_58_2012-11-02,1035.8226190476191
8_58_2012-11-09,1228.947619047619
8_58_2012-11-16,1249.1333333333332
8_58_2012-11-23,1820.9211809523808
8_58_2012-11-30,1267.1049666666665
8_58_2012-12-07,1267.2416452380953
8_58_2012-12-14,1125.0873000000001
8_58_2012-12-28,1570.777
8_58_2013-01-04,986.0021904761905
8_58_2013-01-11,1013.8271904761905
8_58_2013-01-18,462.5093095238095
8_58_2013-01-25,428.69878571428575
8_58_2013-02-01,592.8800761904762
8_58_2013-02-08,745.2985119047619
8_58_2013-02-15,1139.3630833333332
8_58_2013-02-22,1160.335607142857
8_58_2013-03-01,1322.766476190476
8_58_2013-03-08,1076.942428571428
8_58_2013-03-15,1674.907095238095
8_58_2013-04-12,557.5428571428571
8_58_2013-04-19,1155.8083333333332
8_58_2013-04-26,1440.2714285714285
8_58_2013-05-03,1376.0535714285713
8_58_2013-05-10,1298.8476190476188
8_58_2013-05-17,1332.588095238095
8_58_2013-05-24,1300.2695952380952
8_58_2013-05-31,1107.952380952381
8_58_2013-06-07,1391.759523809524
8_58_2013-06-14,770.6678571428571
8_58_2013-06-21,1319.6496190476194
8_58_2013-06-28,1315.801738095238
8_58_2013-07-05,1285.7964285714284
8_58_2013-07-12,1261.8530952380952
8_58_2013-07-19,735.1952380952382
8_58_2013-07-26,767.6345238095238
8_59_2012-11-02,308.37126020408164
8_59_2012-11-09,370.71219591836746
8_59_2012-11-16,433.6209221088435
8_59_2012-11-23,991.9217125850345
8_59_2012-11-30,1081.51815
8_59_2012-12-07,2542.074351020409
8_59_2012-12-14,3253.882567687075
8_59_2012-12-21,5693.344672619046
8_59_2012-12-28,4101.9560525510215
8_59_2013-01-04,1065.7139095238101
8_59_2013-01-11,161.54776190476193
8_59_2013-01-18,136.89444047619045
8_59_2013-01-25,191.96007891156464
8_59_2013-02-01,248.8836748299321
8_59_2013-02-08,297.5661248299321
8_59_2013-02-15,237.78630340136058
